Day of Created At,Id,Name,Taggable,Taggable Id,Type
"4 August, 2017",76636,information technology,project,1784,categories
"4 August, 2017",76637,information technology,project,1785,categories
"4 August, 2017",76640,information technology,project,1788,categories
"4 August, 2017",76641,computer science & development,project,1790,categories
"4 August, 2017",76642,information technology,project,1791,categories
"4 August, 2017",76643,graphic design,project,1790,categories
"4 August, 2017",76644,information technology,project,1789,categories
"4 August, 2017",76645,information technology,project,1792,categories
"4 August, 2017",76646,information technology,project,1797,categories
"4 August, 2017",76647,information technology,project,1794,categories
"4 August, 2017",76648,information technology,project,1795,categories
"4 August, 2017",76649,organizational behaviour & leadership,project,1799,categories
"4 August, 2017",76652,computer science & development,project,1802,categories
"4 August, 2017",76653,computer science & development,project,1806,categories
"4 August, 2017",76654,graphic design,project,1804,categories
"4 August, 2017",76655,engineering,project,1806,categories
"4 August, 2017",76656,product development,project,1806,categories
"4 August, 2017",76657,organizational behaviour & leadership,project,1808,categories
"4 August, 2017",76659,social sciences,project,1809,categories
"4 August, 2017",76660,sales,project,1809,categories
"4 August, 2017",76662,graphic design,project,1810,categories
"4 August, 2017",76663,market research,project,1809,categories
"4 August, 2017",76666,graphic design,project,1811,categories
"4 August, 2017",76670,sales,project,1813,categories
"4 August, 2017",76672,organizational behaviour & leadership,project,1814,categories
"4 August, 2017",76674,organizational behaviour & leadership,project,1816,categories
"4 August, 2017",76675,computer science & development,project,1817,categories
"4 August, 2017",76679,computer science & development,project,1823,categories
"4 August, 2017",76681,organizational behaviour & leadership,project,1828,categories
"4 August, 2017",76682,information technology,project,1835,categories
"4 August, 2017",76683,organizational behaviour & leadership,project,1830,categories
"4 August, 2017",76684,information technology,project,1834,categories
"4 August, 2017",76687,computer science & development,project,1840,categories
"4 August, 2017",76688,computer science & development,project,1841,categories
"4 August, 2017",76689,graphic design,project,1842,categories
"4 August, 2017",76692,graphic design,project,1847,categories
"4 August, 2017",76698,computer science & development,project,1853,categories
"4 August, 2017",76701,computer science & development,project,1854,categories
"4 August, 2017",76702,organizational behaviour & leadership,project,1861,categories
"4 August, 2017",76706,product development,project,1868,categories
"4 August, 2017",76707,computer science & development,project,1864,categories
"4 August, 2017",76708,organizational behaviour & leadership,project,1870,categories
"4 August, 2017",76709,organizational behaviour & leadership,project,1869,categories
"4 August, 2017",76710,organizational behaviour & leadership,project,1872,categories
"4 August, 2017",76711,entrepreneurship,project,1874,categories
"4 August, 2017",76712,organizational behaviour & leadership,project,1873,categories
"4 August, 2017",76713,organizational behaviour & leadership,project,1874,categories
"4 August, 2017",76714,entrepreneurship,project,1875,categories
"4 August, 2017",76715,organizational behaviour & leadership,project,1875,categories
"4 August, 2017",76716,organizational behaviour & leadership,project,1877,categories
"4 August, 2017",76717,product development,project,1879,categories
"4 August, 2017",76718,organizational behaviour & leadership,project,1876,categories
"4 August, 2017",76719,information technology,project,1879,categories
"4 August, 2017",76720,product development,project,1880,categories
"4 August, 2017",76721,information technology,project,1880,categories
"4 August, 2017",76722,organizational behaviour & leadership,project,1884,categories
"4 August, 2017",76724,marketing,project,1887,categories
"4 August, 2017",76725,communications,project,1887,categories
"4 August, 2017",76726,marketing,project,1890,categories
"4 August, 2017",76727,communications,project,1890,categories
"4 August, 2017",76728,organizational behaviour & leadership,project,1892,categories
"4 August, 2017",76730,entrepreneurship,project,1894,categories
"4 August, 2017",76731,entrepreneurship,project,1895,categories
"4 August, 2017",76732,organizational behaviour & leadership,project,1895,categories
"4 August, 2017",76733,organizational behaviour & leadership,project,1894,categories
"4 August, 2017",76735,computer science & development,project,1896,categories
"4 August, 2017",76736,product development,project,1901,categories
"4 August, 2017",76737,information technology,project,1901,categories
"4 August, 2017",76738,human resources,project,1904,categories
"4 August, 2017",76739,organizational behaviour & leadership,project,1902,categories
"4 August, 2017",76740,sales,project,1906,categories
"4 August, 2017",76742,media production,project,1908,categories
"4 August, 2017",76744,visual & performing arts,project,1908,categories
"4 August, 2017",76748,graphic design,project,1908,categories
"4 August, 2017",76752,computer science & development,project,1909,categories
"4 August, 2017",76754,graphic design,project,1913,categories
"4 August, 2017",76756,sales,project,1916,categories
"4 August, 2017",76757,organizational behaviour & leadership,project,1918,categories
"4 August, 2017",76759,graphic design,project,1919,categories
"4 August, 2017",76760,entrepreneurship,project,1920,categories
"4 August, 2017",76761,organizational behaviour & leadership,project,1920,categories
"4 August, 2017",76762,sales,project,1921,categories
"4 August, 2017",76763,sales,project,1925,categories
"4 August, 2017",76768,sales,project,1928,categories
"4 August, 2017",76770,sales,project,1930,categories
"4 August, 2017",76772,marketing,project,1933,categories
"4 August, 2017",76774,communications,project,1933,categories
"4 August, 2017",76775,sales,project,1936,categories
"4 August, 2017",76777,sales,project,1938,categories
"4 August, 2017",76779,organizational behaviour & leadership,project,1937,categories
"4 August, 2017",76780,sales,project,1942,categories
"4 August, 2017",76783,marketing,project,1944,categories
"4 August, 2017",76785,sales,project,1945,categories
"4 August, 2017",76787,sales,project,1946,categories
"4 August, 2017",76789,sales,project,1948,categories
"4 August, 2017",76791,sales,project,1950,categories
"4 August, 2017",76793,graphic design,project,1951,categories
"4 August, 2017",76794,media production,project,1951,categories
"4 August, 2017",76795,sales,project,1952,categories
"4 August, 2017",76797,sales,project,1953,categories
"4 August, 2017",76801,sales,project,1957,categories
"4 August, 2017",76803,sales,project,1960,categories
"4 August, 2017",76805,sales,project,1962,categories
"4 August, 2017",76807,marketing,project,1963,categories
"4 August, 2017",76808,communications,project,1963,categories
"4 August, 2017",76810,organizational behaviour & leadership,project,1967,categories
"4 August, 2017",76811,human resources,project,1971,categories
"4 August, 2017",76812,sales,project,1972,categories
"4 August, 2017",76813,sales,project,1976,categories
"4 August, 2017",76818,marketing,project,1980,categories
"4 August, 2017",76819,entrepreneurship,project,1986,categories
"4 August, 2017",76821,organizational behaviour & leadership,project,1986,categories
"4 August, 2017",76823,sales,project,1989,categories
"4 August, 2017",76824,computer science & development,project,1987,categories
"4 August, 2017",76826,sales,project,1991,categories
"4 August, 2017",76828,organizational behaviour & leadership,project,1992,categories
"4 August, 2017",76829,entrepreneurship,project,1992,categories
"4 August, 2017",76830,entrepreneurship,project,1993,categories
"4 August, 2017",76831,organizational behaviour & leadership,project,1993,categories
"4 August, 2017",76832,organizational behaviour & leadership,project,1994,categories
"4 August, 2017",76833,entrepreneurship,project,1994,categories
"4 August, 2017",76834,entrepreneurship,project,1995,categories
"4 August, 2017",76835,sales,project,1996,categories
"4 August, 2017",76836,organizational behaviour & leadership,project,1995,categories
"4 August, 2017",76837,sales,project,1997,categories
"4 August, 2017",76841,organizational behaviour & leadership,project,2000,categories
"4 August, 2017",76842,sales,project,2001,categories
"4 August, 2017",76844,sales,project,2004,categories
"4 August, 2017",76846,sales,project,2006,categories
"4 August, 2017",76848,organizational behaviour & leadership,project,2012,categories
"4 August, 2017",76849,organizational behaviour & leadership,project,2007,categories
"4 August, 2017",76850,marketing,project,2016,categories
"4 August, 2017",76851,entrepreneurship,project,2021,categories
"4 August, 2017",76852,organizational behaviour & leadership,project,2021,categories
"4 August, 2017",76854,graphic design,project,2022,categories
"4 August, 2017",76856,media production,project,2022,categories
"4 August, 2017",76857,product development,project,2022,categories
"4 August, 2017",76858,computer science & development,project,2022,categories
"4 August, 2017",76861,organizational behaviour & leadership,project,2023,categories
"4 August, 2017",76862,sales,project,2026,categories
"4 August, 2017",76864,entrepreneurship,project,2028,categories
"4 August, 2017",76865,organizational behaviour & leadership,project,2028,categories
"4 August, 2017",76866,data analysis & mathematics,project,2029,categories
"4 August, 2017",76867,organizational behaviour & leadership,project,2029,categories
"4 August, 2017",76868,sales,project,2031,categories
"4 August, 2017",76869,sales,project,2032,categories
"4 August, 2017",76872,data analysis & mathematics,project,2033,categories
"4 August, 2017",76874,marketing,project,2035,categories
"4 August, 2017",76875,organizational behaviour & leadership,project,2033,categories
"4 August, 2017",76876,communications,project,2036,categories
"4 August, 2017",76877,organizational behaviour & leadership,project,2037,categories
"4 August, 2017",76878,organizational behaviour & leadership,project,2043,categories
"4 August, 2017",76879,marketing,project,2044,categories
"4 August, 2017",76880,retail,project,2043,categories
"4 August, 2017",76881,sales,project,2045,categories
"4 August, 2017",76883,marketing,project,2046,categories
"4 August, 2017",76884,human resources,project,2047,categories
"4 August, 2017",76885,sales,project,2048,categories
"4 August, 2017",76888,marketing,project,2049,categories
"4 August, 2017",76890,entrepreneurship,project,2050,categories
"4 August, 2017",76891,organizational behaviour & leadership,project,2050,categories
"4 August, 2017",76892,organizational behaviour & leadership,project,2051,categories
"4 August, 2017",76893,sales,project,2053,categories
"4 August, 2017",76894,sales,project,2054,categories
"4 August, 2017",76897,marketing,project,2056,categories
"4 August, 2017",76898,sales,project,2058,categories
"4 August, 2017",76899,marketing,project,2057,categories
"4 August, 2017",76900,organizational behaviour & leadership,project,2060,categories
"4 August, 2017",76902,retail,project,2060,categories
"4 August, 2017",76903,data analysis & mathematics,project,2061,categories
"4 August, 2017",76904,organizational behaviour & leadership,project,2061,categories
"4 August, 2017",76905,marketing,project,2068,categories
"4 August, 2017",76907,organizational behaviour & leadership,project,2072,categories
"4 August, 2017",76908,sales,project,2074,categories
"4 August, 2017",76910,data analysis & mathematics,project,2075,categories
"4 August, 2017",76911,organizational behaviour & leadership,project,2075,categories
"4 August, 2017",76912,organizational behaviour & leadership,project,2077,categories
"4 August, 2017",76913,retail,project,2077,categories
"4 August, 2017",76914,organizational behaviour & leadership,project,2078,categories
"4 August, 2017",76915,organizational behaviour & leadership,project,2085,categories
"4 August, 2017",76916,organizational behaviour & leadership,project,2087,categories
"4 August, 2017",76917,organizational behaviour & leadership,project,2091,categories
"4 August, 2017",76918,retail,project,2091,categories
"4 August, 2017",76919,organizational behaviour & leadership,project,2092,categories
"4 August, 2017",76920,retail,project,2092,categories
"4 August, 2017",76921,marketing,project,2099,categories
"4 August, 2017",76923,information technology,project,2101,categories
"4 August, 2017",76924,organizational behaviour & leadership,project,2103,categories
"4 August, 2017",76925,graphic design,project,2107,categories
"4 August, 2017",76927,marketing,project,2107,categories
"4 August, 2017",76929,organizational behaviour & leadership,project,2110,categories
"4 August, 2017",76931,humanities,project,2117,categories
"4 August, 2017",76932,organizational behaviour & leadership,project,2117,categories
"4 August, 2017",76933,entrepreneurship,project,2119,categories
"4 August, 2017",76934,organizational behaviour & leadership,project,2119,categories
"4 August, 2017",76935,marketing,project,2120,categories
"4 August, 2017",76936,organizational behaviour & leadership,project,2123,categories
"4 August, 2017",76937,retail,project,2123,categories
"4 August, 2017",76938,entrepreneurship,project,2126,categories
"4 August, 2017",76939,organizational behaviour & leadership,project,2126,categories
"4 August, 2017",76940,organizational behaviour & leadership,project,2127,categories
"4 August, 2017",76941,retail,project,2127,categories
"4 August, 2017",76942,sales,project,2132,categories
"4 August, 2017",76943,organizational behaviour & leadership,project,2137,categories
"4 August, 2017",76946,human resources,project,2138,categories
"4 August, 2017",76949,organizational behaviour & leadership,project,2140,categories
"4 August, 2017",76950,organizational behaviour & leadership,project,2145,categories
"4 August, 2017",76952,organizational behaviour & leadership,project,2147,categories
"4 August, 2017",76953,organizational behaviour & leadership,project,2149,categories
"4 August, 2017",76954,retail,project,2151,categories
"4 August, 2017",76955,organizational behaviour & leadership,project,2151,categories
"4 August, 2017",76956,organizational behaviour & leadership,project,2152,categories
"4 August, 2017",76957,retail,project,2152,categories
"4 August, 2017",76958,data analysis & mathematics,project,2157,categories
"4 August, 2017",76959,organizational behaviour & leadership,project,2153,categories
"4 August, 2017",76960,data analysis & mathematics,project,2165,categories
"4 August, 2017",76961,organizational behaviour & leadership,project,2157,categories
"4 August, 2017",76962,organizational behaviour & leadership,project,2165,categories
"4 August, 2017",76963,marketing,project,2172,categories
"4 August, 2017",76964,marketing,project,2178,categories
"4 August, 2017",76966,graphic design,project,2176,categories
"4 August, 2017",76969,organizational behaviour & leadership,project,2182,categories
"4 August, 2017",76971,organizational behaviour & leadership,project,2186,categories
"4 August, 2017",76973,organizational behaviour & leadership,project,2184,categories
"4 August, 2017",76974,organizational behaviour & leadership,project,2187,categories
"4 August, 2017",76975,data analysis & mathematics,project,2187,categories
"4 August, 2017",76976,marketing,project,2188,categories
"4 August, 2017",76977,retail,project,2186,categories
"4 August, 2017",76979,data analysis & mathematics,project,2204,categories
"4 August, 2017",76980,organizational behaviour & leadership,project,2204,categories
"4 August, 2017",76981,marketing,project,2192,categories
"4 August, 2017",76983,organizational behaviour & leadership,project,2208,categories
"4 August, 2017",76984,organizational behaviour & leadership,project,2215,categories
"4 August, 2017",76985,retail,project,2215,categories
"4 August, 2017",76986,organizational behaviour & leadership,project,2217,categories
"4 August, 2017",76987,sales,project,2219,categories
"4 August, 2017",76988,organizational behaviour & leadership,project,2220,categories
"4 August, 2017",76990,marketing,project,2227,categories
"4 August, 2017",76991,organizational behaviour & leadership,project,2221,categories
"4 August, 2017",76992,organizational behaviour & leadership,project,2234,categories
"4 August, 2017",76993,computer science & development,project,2236,categories
"4 August, 2017",76994,organizational behaviour & leadership,project,2235,categories
"4 August, 2017",76996,marketing,project,2241,categories
"4 August, 2017",76997,data analysis & mathematics,project,2243,categories
"4 August, 2017",77000,market research,project,2248,categories
"4 August, 2017",77001,organizational behaviour & leadership,project,2243,categories
"4 August, 2017",77002,marketing,project,2253,categories
"4 August, 2017",77003,marketing,project,2259,categories
"4 August, 2017",77004,marketing,project,2252,categories
"4 August, 2017",77006,communications,project,2260,categories
"4 August, 2017",77007,marketing,project,2267,categories
"4 August, 2017",77008,organizational behaviour & leadership,project,2276,categories
"4 August, 2017",77009,organizational behaviour & leadership,project,2277,categories
"4 August, 2017",77010,human resources,project,2277,categories
"4 August, 2017",77011,organizational behaviour & leadership,project,2282,categories
"4 August, 2017",77012,computer science & development,project,2283,categories
"4 August, 2017",77017,marketing,project,2285,categories
"4 August, 2017",77019,organizational behaviour & leadership,project,2294,categories
"4 August, 2017",77023,marketing,project,2299,categories
"4 August, 2017",77024,marketing,project,2301,categories
"4 August, 2017",77025,humanities,project,2304,categories
"4 August, 2017",77031,communications,project,2310,categories
"4 August, 2017",77032,organizational behaviour & leadership,project,2312,categories
"4 August, 2017",77033,organizational behaviour & leadership,project,2317,categories
"4 August, 2017",77036,data analysis & mathematics,project,2317,categories
"4 August, 2017",77037,organizational behaviour & leadership,project,2320,categories
"4 August, 2017",77038,organizational behaviour & leadership,project,2319,categories
"4 August, 2017",77039,communications,project,2323,categories
"4 August, 2017",77040,communications,project,2322,categories
"4 August, 2017",77041,communications,project,2321,categories
"4 August, 2017",77042,organizational behaviour & leadership,project,2324,categories
"4 August, 2017",77043,organizational behaviour & leadership,project,2326,categories
"4 August, 2017",77044,organizational behaviour & leadership,project,2330,categories
"4 August, 2017",77045,organizational behaviour & leadership,project,2328,categories
"4 August, 2017",77048,communications,project,2331,categories
"4 August, 2017",77049,communications,project,2332,categories
"4 August, 2017",77050,organizational behaviour & leadership,project,2339,categories
"4 August, 2017",77051,organizational behaviour & leadership,project,2337,categories
"4 August, 2017",77053,organizational behaviour & leadership,project,2342,categories
"4 August, 2017",77054,organizational behaviour & leadership,project,2343,categories
"4 August, 2017",77055,organizational behaviour & leadership,project,2344,categories
"4 August, 2017",77056,organizational behaviour & leadership,project,2346,categories
"4 August, 2017",77057,organizational behaviour & leadership,project,2347,categories
"4 August, 2017",77058,media production,project,2348,categories
"4 August, 2017",77060,graphic design,project,2348,categories
"4 August, 2017",77061,communications,project,2349,categories
"4 August, 2017",77063,organizational behaviour & leadership,project,2349,categories
"4 August, 2017",77064,organizational behaviour & leadership,project,2354,categories
"4 August, 2017",77065,organizational behaviour & leadership,project,2352,categories
"4 August, 2017",77066,organizational behaviour & leadership,project,2356,categories
"4 August, 2017",77067,organizational behaviour & leadership,project,2357,categories
"4 August, 2017",77068,organizational behaviour & leadership,project,2362,categories
"4 August, 2017",77069,communications,project,2372,categories
"4 August, 2017",77070,communications,project,2369,categories
"4 August, 2017",77075,organizational behaviour & leadership,project,2379,categories
"4 August, 2017",77076,organizational behaviour & leadership,project,2376,categories
"4 August, 2017",77079,organizational behaviour & leadership,project,2380,categories
"4 August, 2017",77080,communications,project,2382,categories
"4 August, 2017",77081,organizational behaviour & leadership,project,2381,categories
"4 August, 2017",77083,organizational behaviour & leadership,project,2385,categories
"4 August, 2017",77084,organizational behaviour & leadership,project,2386,categories
"4 August, 2017",77085,organizational behaviour & leadership,project,2388,categories
"4 August, 2017",77086,organizational behaviour & leadership,project,2387,categories
"4 August, 2017",77087,organizational behaviour & leadership,project,2393,categories
"4 August, 2017",77088,communications,project,2395,categories
"4 August, 2017",77090,humanities,project,2401,categories
"4 August, 2017",77094,organizational behaviour & leadership,project,2404,categories
"4 August, 2017",77095,organizational behaviour & leadership,project,2407,categories
"4 August, 2017",77096,organizational behaviour & leadership,project,2408,categories
"4 August, 2017",77097,organizational behaviour & leadership,project,2413,categories
"4 August, 2017",77098,accounting & finance,project,2413,categories
"4 August, 2017",77100,organizational behaviour & leadership,project,2414,categories
"4 August, 2017",77101,humanities,project,2416,categories
"4 August, 2017",77102,engineering,project,2418,categories
"4 August, 2017",77103,marketing,project,2428,categories
"4 August, 2017",77106,organizational behaviour & leadership,project,2426,categories
"4 August, 2017",77107,engineering,project,2431,categories
"4 August, 2017",77108,sciences,project,2431,categories
"4 August, 2017",77110,computer science & development,project,2431,categories
"4 August, 2017",77112,organizational behaviour & leadership,project,2432,categories
"4 August, 2017",77118,market research,project,2443,categories
"4 August, 2017",77119,organizational behaviour & leadership,project,2441,categories
"4 August, 2017",77120,information technology,project,2448,categories
"4 August, 2017",77122,organizational behaviour & leadership,project,2450,categories
"4 August, 2017",77124,communications,project,2450,categories
"4 August, 2017",77126,information technology,project,2451,categories
"4 August, 2017",77135,organizational behaviour & leadership,project,2455,categories
"4 August, 2017",77136,retail,project,2459,categories
"4 August, 2017",77137,market research,project,2458,categories
"4 August, 2017",77138,organizational behaviour & leadership,project,2460,categories
"4 August, 2017",77139,organizational behaviour & leadership,project,2464,categories
"4 August, 2017",77143,product development,project,2469,categories
"4 August, 2017",77145,marketing,project,2470,categories
"4 August, 2017",77146,engineering,project,2469,categories
"4 August, 2017",77147,communications,project,2470,categories
"4 August, 2017",77148,marketing,project,2471,categories
"4 August, 2017",77149,communications,project,2471,categories
"4 August, 2017",77151,marketing,project,2472,categories
"4 August, 2017",77153,communications,project,2472,categories
"4 August, 2017",77154,organizational behaviour & leadership,project,2474,categories
"4 August, 2017",77156,retail,project,2475,categories
"4 August, 2017",77158,organizational behaviour & leadership,project,2480,categories
"4 August, 2017",77160,marketing,project,2480,categories
"4 August, 2017",77161,organizational behaviour & leadership,project,2481,categories
"4 August, 2017",77164,marketing,project,2481,categories
"4 August, 2017",77165,organizational behaviour & leadership,project,2484,categories
"4 August, 2017",77168,marketing,project,2484,categories
"4 August, 2017",77171,product development,project,2485,categories
"4 August, 2017",77175,product development,project,2489,categories
"4 August, 2017",77181,marketing,project,2498,categories
"4 August, 2017",77182,marketing,project,2499,categories
"4 August, 2017",77185,marketing,project,2502,categories
"4 August, 2017",77186,marketing,project,2506,categories
"4 August, 2017",77187,engineering,project,2507,categories
"4 August, 2017",77189,marketing,project,2508,categories
"4 August, 2017",77190,computer science & development,project,2509,categories
"4 August, 2017",77191,marketing,project,2512,categories
"4 August, 2017",77192,marketing,project,2511,categories
"4 August, 2017",77193,marketing,project,2513,categories
"4 August, 2017",77194,marketing,project,2514,categories
"4 August, 2017",77195,organizational behaviour & leadership,project,2515,categories
"4 August, 2017",77196,marketing,project,2515,categories
"4 August, 2017",77198,marketing,project,2516,categories
"4 August, 2017",77199,product development,project,2516,categories
"4 August, 2017",77203,marketing,project,2518,categories
"4 August, 2017",77204,product development,project,2518,categories
"4 August, 2017",77208,marketing,project,2519,categories
"4 August, 2017",77209,product development,project,2519,categories
"4 August, 2017",77213,marketing,project,2520,categories
"4 August, 2017",77214,product development,project,2520,categories
"4 August, 2017",77218,product development,project,2521,categories
"4 August, 2017",77221,product development,project,2522,categories
"4 August, 2017",77223,product development,project,2523,categories
"4 August, 2017",77224,product development,project,2524,categories
"4 August, 2017",77228,product development,project,2525,categories
"4 August, 2017",77229,product development,project,2526,categories
"4 August, 2017",77232,product development,project,2527,categories
"4 August, 2017",77236,communications,project,2531,categories
"4 August, 2017",77239,marketing,project,2533,categories
"4 August, 2017",77240,product development,project,2533,categories
"4 August, 2017",77246,organizational behaviour & leadership,project,2535,categories
"4 August, 2017",77247,organizational behaviour & leadership,project,2537,categories
"4 August, 2017",77249,organizational behaviour & leadership,project,2540,categories
"4 August, 2017",77251,communications,project,2540,categories
"4 August, 2017",77255,organizational behaviour & leadership,project,2541,categories
"4 August, 2017",77260,organizational behaviour & leadership,project,2547,categories
"4 August, 2017",77261,organizational behaviour & leadership,project,2550,categories
"4 August, 2017",77262,communications,project,2547,categories
"4 August, 2017",77263,communications,project,2551,categories
"4 August, 2017",77265,communications,project,2552,categories
"4 August, 2017",77269,product development,project,2554,categories
"4 August, 2017",77282,organizational behaviour & leadership,project,2559,categories
"4 August, 2017",77283,organizational behaviour & leadership,project,2560,categories
"4 August, 2017",77284,marketing,project,2560,categories
"4 August, 2017",77286,computer science & development,project,2562,categories
"4 August, 2017",77287,communications,project,2563,categories
"4 August, 2017",77291,organizational behaviour & leadership,project,2565,categories
"4 August, 2017",77294,communications,project,2569,categories
"4 August, 2017",77296,organizational behaviour & leadership,project,2569,categories
"4 August, 2017",77298,organizational behaviour & leadership,project,2573,categories
"4 August, 2017",77299,communications,project,2574,categories
"4 August, 2017",77301,graphic design,project,2576,categories
"4 August, 2017",77307,organizational behaviour & leadership,project,2581,categories
"4 August, 2017",77308,communications,project,2581,categories
"4 August, 2017",77316,organizational behaviour & leadership,project,2584,categories
"4 August, 2017",77321,organizational behaviour & leadership,project,2589,categories
"4 August, 2017",77326,communications,project,2591,categories
"4 August, 2017",77332,human resources,project,2593,categories
"4 August, 2017",77334,organizational behaviour & leadership,project,2593,categories
"4 August, 2017",77335,marketing,project,2594,categories
"4 August, 2017",77337,marketing,project,2597,categories
"4 August, 2017",77338,product development,project,2598,categories
"4 August, 2017",77342,computer science & development,project,2600,categories
"4 August, 2017",77344,organizational behaviour & leadership,project,2604,categories
"4 August, 2017",77346,marketing,project,2604,categories
"4 August, 2017",77347,marketing,project,2608,categories
"4 August, 2017",77349,organizational behaviour & leadership,project,2609,categories
"4 August, 2017",77351,organizational behaviour & leadership,project,2614,categories
"4 August, 2017",77355,marketing,project,2616,categories
"4 August, 2017",77356,marketing,project,2620,categories
"4 August, 2017",77357,marketing,project,2621,categories
"4 August, 2017",77358,product development,project,2621,categories
"4 August, 2017",77362,marketing,project,2622,categories
"4 August, 2017",77363,marketing,project,2623,categories
"4 August, 2017",77366,organizational behaviour & leadership,project,2626,categories
"4 August, 2017",77372,organizational behaviour & leadership,project,2631,categories
"4 August, 2017",77374,organizational behaviour & leadership,project,2633,categories
"4 August, 2017",77375,organizational behaviour & leadership,project,2634,categories
"4 August, 2017",77376,marketing,project,2635,categories
"4 August, 2017",77378,organizational behaviour & leadership,project,2638,categories
"4 August, 2017",77382,marketing,project,2640,categories
"4 August, 2017",77383,product development,project,2640,categories
"4 August, 2017",77387,product development,project,2642,categories
"4 August, 2017",77389,engineering,project,2642,categories
"4 August, 2017",77391,sales,project,2642,categories
"4 August, 2017",77393,organizational behaviour & leadership,project,2645,categories
"4 August, 2017",77397,organizational behaviour & leadership,project,2646,categories
"4 August, 2017",77401,organizational behaviour & leadership,project,2650,categories
"4 August, 2017",77403,communications,project,2650,categories
"4 August, 2017",77405,product development,project,2652,categories
"4 August, 2017",77407,marketing,project,2652,categories
"4 August, 2017",77413,organizational behaviour & leadership,project,2657,categories
"4 August, 2017",77419,organizational behaviour & leadership,project,2660,categories
"4 August, 2017",77420,human resources,project,2660,categories
"4 August, 2017",77421,organizational behaviour & leadership,project,2663,categories
"4 August, 2017",77423,marketing,project,2665,categories
"4 August, 2017",77428,organizational behaviour & leadership,project,2668,categories
"4 August, 2017",77429,marketing,project,2669,categories
"4 August, 2017",77430,product development,project,2669,categories
"4 August, 2017",77435,computer science & development,project,2675,categories
"4 August, 2017",77438,organizational behaviour & leadership,project,2679,categories
"4 August, 2017",77441,communications,project,2683,categories
"4 August, 2017",77444,organizational behaviour & leadership,project,2684,categories
"4 August, 2017",77447,computer science & development,project,2691,categories
"4 August, 2017",77448,marketing,project,2693,categories
"4 August, 2017",77451,organizational behaviour & leadership,project,2687,categories
"4 August, 2017",77452,organizational behaviour & leadership,project,2696,categories
"4 August, 2017",77456,marketing,project,2696,categories
"4 August, 2017",77457,organizational behaviour & leadership,project,2697,categories
"4 August, 2017",77458,organizational behaviour & leadership,project,2701,categories
"4 August, 2017",77459,product development,project,2700,categories
"4 August, 2017",77460,engineering,project,2700,categories
"4 August, 2017",77461,organizational behaviour & leadership,project,2704,categories
"4 August, 2017",77463,organizational behaviour & leadership,project,2703,categories
"4 August, 2017",77464,organizational behaviour & leadership,project,2705,categories
"4 August, 2017",77465,communications,project,2706,categories
"4 August, 2017",77467,marketing,project,2706,categories
"4 August, 2017",77468,communications,project,2707,categories
"4 August, 2017",77469,marketing,project,2707,categories
"4 August, 2017",77474,computer science & development,project,2709,categories
"4 August, 2017",77475,organizational behaviour & leadership,project,2710,categories
"4 August, 2017",77478,organizational behaviour & leadership,project,2712,categories
"4 August, 2017",77480,organizational behaviour & leadership,project,2713,categories
"4 August, 2017",77482,communications,project,2714,categories
"4 August, 2017",77484,organizational behaviour & leadership,project,2716,categories
"4 August, 2017",77486,product development,project,2718,categories
"4 August, 2017",77487,marketing,project,2718,categories
"4 August, 2017",77491,organizational behaviour & leadership,project,2720,categories
"4 August, 2017",77492,marketing,project,2721,categories
"4 August, 2017",77493,product development,project,2721,categories
"4 August, 2017",77500,organizational behaviour & leadership,project,2726,categories
"4 August, 2017",77504,organizational behaviour & leadership,project,2728,categories
"4 August, 2017",77509,law & policy,project,2731,categories
"4 August, 2017",77510,organizational behaviour & leadership,project,2732,categories
"4 August, 2017",77512,media production,project,2734,categories
"4 August, 2017",77513,communications,project,2734,categories
"4 August, 2017",77517,organizational behaviour & leadership,project,2737,categories
"4 August, 2017",77519,human resources,project,2738,categories
"4 August, 2017",77520,organizational behaviour & leadership,project,2738,categories
"4 August, 2017",77521,organizational behaviour & leadership,project,2739,categories
"4 August, 2017",77522,organizational behaviour & leadership,project,2741,categories
"4 August, 2017",77525,organizational behaviour & leadership,project,2742,categories
"4 August, 2017",77526,medicine & health,project,2746,categories
"4 August, 2017",77529,data analysis & mathematics,project,2748,categories
"4 August, 2017",77531,data analysis & mathematics,project,2749,categories
"4 August, 2017",77532,data analysis & mathematics,project,2750,categories
"4 August, 2017",77536,computer science & development,project,2755,categories
"4 August, 2017",77538,organizational behaviour & leadership,project,2757,categories
"4 August, 2017",77540,organizational behaviour & leadership,project,2758,categories
"4 August, 2017",77542,organizational behaviour & leadership,project,2759,categories
"4 August, 2017",77544,organizational behaviour & leadership,project,2760,categories
"4 August, 2017",77548,sales,project,2763,categories
"4 August, 2017",77549,marketing,project,2763,categories
"4 August, 2017",77551,organizational behaviour & leadership,project,2764,categories
"4 August, 2017",77552,medicine & health,project,2766,categories
"4 August, 2017",77553,human resources,project,2764,categories
"4 August, 2017",77558,marketing,project,2768,categories
"4 August, 2017",77559,marketing,project,2769,categories
"4 August, 2017",77561,communications,project,2772,categories
"4 August, 2017",77562,marketing,project,2772,categories
"4 August, 2017",77566,marketing,project,2774,categories
"4 August, 2017",77568,marketing,project,2776,categories
"4 August, 2017",77570,accounting & finance,project,2780,categories
"4 August, 2017",77572,communications,project,2782,categories
"4 August, 2017",77573,entrepreneurship,project,2781,categories
