Day of Created At,Id,Name,Taggable,Taggable Id,Type
"1 December, 2017",116560,marketing,project,4182,categories
"1 December, 2017",116572,graphic design,project,4183,categories
"1 December, 2017",116573,marketing,project,4183,categories
"1 December, 2017",116584,marketing,project,4184,categories
"1 December, 2017",116607,market research,project,4185,categories
"1 December, 2017",116613,organizational behaviour & leadership,course,1066,categories
"1 December, 2017",116626,operations & project management,project,4186,categories
"1 December, 2017",116640,operations & project management,project,4187,categories
"2 December, 2017",116688,operations & project management,project,4190,categories
"4 December, 2017",116727,operations & project management,course,1042,categories
"4 December, 2017",116744,marketing,project,4231,categories
"4 December, 2017",116779,marketing,course,1067,categories
"4 December, 2017",116781,sales,course,1067,categories
"4 December, 2017",116782,trades & services,course,1067,categories
"4 December, 2017",116797,market research,project,4235,categories
"4 December, 2017",116833,market research,project,4238,categories
"4 December, 2017",116860,operations & project management,project,4240,categories
"4 December, 2017",116874,operations & project management,project,4241,categories
"4 December, 2017",116945,organizational behaviour & leadership,project,4245,categories
"5 December, 2017",117097,market research,project,2454,categories
"5 December, 2017",117098,marketing,project,2454,categories
"5 December, 2017",117109,organizational behaviour & leadership,project,4250,categories
"5 December, 2017",117110,market research,project,4250,categories
"5 December, 2017",117173,information technology,course,1068,categories
"5 December, 2017",117215,operations & project management,project,4254,categories
"5 December, 2017",117222,market research,course,1057,categories
"5 December, 2017",117231,operations & project management,project,4255,categories
"5 December, 2017",117268,market research,project,4292,categories
"5 December, 2017",117269,marketing,project,4292,categories
"5 December, 2017",117283,operations & project management,project,4294,categories
"5 December, 2017",117302,operations & project management,project,4300,categories
"5 December, 2017",117319,entrepreneurship,project,3876,categories
"5 December, 2017",117320,communications,project,3876,categories
"5 December, 2017",117321,market research,project,3876,categories
"5 December, 2017",117322,marketing,project,3876,categories
"5 December, 2017",117323,product development,project,3876,categories
"5 December, 2017",117336,operations & project management,project,4302,categories
"6 December, 2017",117417,market research,course,1069,categories
"6 December, 2017",117418,marketing,course,1069,categories
"6 December, 2017",117431,operations & project management,project,4309,categories
"6 December, 2017",117533,operations & project management,project,4325,categories
"6 December, 2017",117550,operations & project management,project,4317,categories
"6 December, 2017",117572,operations & project management,project,4326,categories
"6 December, 2017",117666,operations & project management,project,4342,categories
"7 December, 2017",117700,information technology,project,4344,categories
"7 December, 2017",117714,entrepreneurship,project,4345,categories
"7 December, 2017",117715,organizational behaviour & leadership,project,4345,categories
"7 December, 2017",117728,operations & project management,project,4346,categories
"7 December, 2017",117742,operations & project management,project,4347,categories
"7 December, 2017",117767,entrepreneurship,project,4348,categories
"7 December, 2017",117768,organizational behaviour & leadership,project,4348,categories
"7 December, 2017",117775,human resources,course,1070,categories
"7 December, 2017",117776,organizational behaviour & leadership,course,1070,categories
"7 December, 2017",117826,marketing,course,1042,categories
"7 December, 2017",117849,entrepreneurship,project,4356,categories
"7 December, 2017",117852,graphic design,project,4356,categories
"7 December, 2017",117853,product development,project,4356,categories
"8 December, 2017",117858,organizational behaviour & leadership,course,1071,categories
"8 December, 2017",117872,marketing,course,1072,categories
"8 December, 2017",117873,retail,course,1072,categories
"8 December, 2017",117883,communications,project,4360,categories
"8 December, 2017",117885,marketing,project,4360,categories
"8 December, 2017",117886,media production,project,4360,categories
"8 December, 2017",117941,human resources,project,2971,categories
"8 December, 2017",117942,organizational behaviour & leadership,project,2971,categories
"8 December, 2017",117943,market research,project,2971,categories
"8 December, 2017",117944,marketing,project,2971,categories
"8 December, 2017",117945,human resources,project,2946,categories
"8 December, 2017",117946,organizational behaviour & leadership,project,2946,categories
"8 December, 2017",117947,market research,project,2946,categories
"8 December, 2017",117948,human resources,project,3031,categories
"8 December, 2017",117949,organizational behaviour & leadership,project,3031,categories
"8 December, 2017",117950,marketing,project,2946,categories
"8 December, 2017",117951,market research,project,3031,categories
"8 December, 2017",117952,marketing,project,3031,categories
"8 December, 2017",117953,human resources,project,3167,categories
"8 December, 2017",117954,organizational behaviour & leadership,project,3167,categories
"8 December, 2017",117955,market research,project,3167,categories
"8 December, 2017",117956,marketing,project,3167,categories
"8 December, 2017",117957,human resources,project,2884,categories
"8 December, 2017",117958,organizational behaviour & leadership,project,2884,categories
"8 December, 2017",117959,market research,project,2884,categories
"8 December, 2017",117960,marketing,project,2884,categories
"8 December, 2017",117996,entrepreneurship,project,4364,categories
"8 December, 2017",117998,computer science & development,project,4364,categories
"8 December, 2017",117999,information technology,project,4364,categories
"8 December, 2017",118000,product development,project,4364,categories
"8 December, 2017",118018,communications,project,2539,categories
"8 December, 2017",118019,marketing,project,2539,categories
"8 December, 2017",118044,information technology,project,4367,categories
"8 December, 2017",118060,entrepreneurship,project,4368,categories
"8 December, 2017",118061,communications,project,4368,categories
"8 December, 2017",118062,market research,project,4368,categories
"8 December, 2017",118063,marketing,project,4368,categories
"8 December, 2017",118064,product development,project,4368,categories
"8 December, 2017",118090,entrepreneurship,project,4146,categories
"8 December, 2017",118092,computer science & development,project,4146,categories
"8 December, 2017",118093,information technology,project,4146,categories
"8 December, 2017",118094,product development,project,4146,categories
"8 December, 2017",118100,entrepreneurship,project,3823,categories
"8 December, 2017",118102,computer science & development,project,3823,categories
"8 December, 2017",118103,information technology,project,3823,categories
"8 December, 2017",118104,product development,project,3823,categories
"9 December, 2017",118124,market research,course,1073,categories
"9 December, 2017",118125,marketing,course,1073,categories
"9 December, 2017",118126,retail,course,1073,categories
"9 December, 2017",118144,entrepreneurship,project,4371,categories
"9 December, 2017",118146,computer science & development,project,4371,categories
"9 December, 2017",118147,information technology,project,4371,categories
"9 December, 2017",118148,product development,project,4371,categories
"9 December, 2017",118164,entrepreneurship,project,4372,categories
"9 December, 2017",118166,computer science & development,project,4372,categories
"9 December, 2017",118167,information technology,project,4372,categories
"9 December, 2017",118168,product development,project,4372,categories
"9 December, 2017",118188,entrepreneurship,project,4373,categories
"9 December, 2017",118190,information technology,project,4373,categories
"10 December, 2017",118197,organizational behaviour & leadership,course,1074,categories
"10 December, 2017",118198,communications,course,1074,categories
"10 December, 2017",118204,entrepreneurship,course,1074,categories
"10 December, 2017",118205,marketing,course,1074,categories
"10 December, 2017",118206,sales,course,1074,categories
"11 December, 2017",118230,human resources,course,958,categories
"11 December, 2017",118231,marketing,course,958,categories
"11 December, 2017",118240,sciences,project,4375,categories
"11 December, 2017",118254,sciences,project,4376,categories
"11 December, 2017",118266,information technology,project,4377,categories
"11 December, 2017",118309,computer science & development,course,1075,categories
"11 December, 2017",118322,computer science & development,project,4380,categories
"11 December, 2017",118350,visual & performing arts,project,4382,categories
"11 December, 2017",118351,marketing,project,4382,categories
"11 December, 2017",118378,information technology,project,4384,categories
"11 December, 2017",118391,market research,project,4385,categories
"12 December, 2017",118409,entrepreneurship,project,4386,categories
"12 December, 2017",118410,organizational behaviour & leadership,project,4386,categories
"12 December, 2017",118411,marketing,project,4386,categories
"12 December, 2017",118433,entrepreneurship,project,4387,categories
"12 December, 2017",118435,computer science & development,project,4387,categories
"12 December, 2017",118436,information technology,project,4387,categories
"12 December, 2017",118437,product development,project,4387,categories
"12 December, 2017",118443,communications,project,4388,categories
"12 December, 2017",118444,marketing,project,4388,categories
"12 December, 2017",118445,organizational behaviour & leadership,project,4388,categories
"12 December, 2017",118446,sales,project,4388,categories
"12 December, 2017",118469,marketing,project,4389,categories
"12 December, 2017",118481,communications,project,4390,categories
"12 December, 2017",118482,marketing,project,4390,categories
"12 December, 2017",118510,information technology,project,4392,categories
"12 December, 2017",118511,operations & project management,project,4392,categories
"12 December, 2017",118534,market research,project,4394,categories
"12 December, 2017",118555,information technology,project,4396,categories
"12 December, 2017",118574,computer science & development,project,4397,categories
"12 December, 2017",118618,market research,project,4401,categories
"12 December, 2017",118631,information technology,course,1077,categories
"13 December, 2017",118650,organizational behaviour & leadership,project,4402,categories
"13 December, 2017",118651,marketing,project,4402,categories
"13 December, 2017",118663,communications,project,4403,categories
"13 December, 2017",118664,marketing,project,4403,categories
"13 December, 2017",118694,market research,project,4405,categories
"13 December, 2017",118707,visual & performing arts,project,4406,categories
"13 December, 2017",118708,marketing,project,4406,categories
"13 December, 2017",118773,market research,project,4410,categories
"14 December, 2017",118879,entrepreneurship,project,4414,categories
"14 December, 2017",118880,organizational behaviour & leadership,project,4414,categories
"14 December, 2017",118919,entrepreneurship,project,4417,categories
"14 December, 2017",118920,organizational behaviour & leadership,project,4417,categories
"14 December, 2017",118932,market research,project,4418,categories
"14 December, 2017",118938,organizational behaviour & leadership,project,3151,categories
"14 December, 2017",118969,market research,project,4420,categories
"14 December, 2017",118992,entrepreneurship,course,903,categories
"14 December, 2017",118993,market research,course,903,categories
"14 December, 2017",118994,product development,course,903,categories
"14 December, 2017",119003,communications,project,4421,categories
"14 December, 2017",119004,marketing,project,4421,categories
"14 December, 2017",119017,information technology,project,4422,categories
"14 December, 2017",119035,communications,project,4423,categories
"14 December, 2017",119036,marketing,project,4423,categories
"14 December, 2017",119049,communications,project,4424,categories
"14 December, 2017",119050,marketing,project,4424,categories
"14 December, 2017",119076,market research,project,4426,categories
"15 December, 2017",119195,marketing,project,2947,categories
"15 December, 2017",119196,marketing,project,2948,categories
"15 December, 2017",119197,marketing,project,3157,categories
"15 December, 2017",119295,marketing,project,4435,categories
"15 December, 2017",119317,communications,project,4437,categories
"15 December, 2017",119318,marketing,project,4437,categories
"15 December, 2017",119355,information technology,project,4440,categories
"15 December, 2017",119368,communications,project,4441,categories
"15 December, 2017",119369,marketing,project,4441,categories
"15 December, 2017",119383,sciences,project,4442,categories
"15 December, 2017",119439,human resources,project,4446,categories
"15 December, 2017",119440,organizational behaviour & leadership,project,4446,categories
"15 December, 2017",119513,market research,project,4452,categories
"15 December, 2017",119544,entrepreneurship,project,4454,categories
"15 December, 2017",119545,organizational behaviour & leadership,project,4454,categories
"15 December, 2017",119560,human resources,project,4455,categories
"15 December, 2017",119561,organizational behaviour & leadership,project,4455,categories
"15 December, 2017",119572,human resources,project,4456,categories
"15 December, 2017",119573,organizational behaviour & leadership,project,4456,categories
"16 December, 2017",119591,graphic design,project,4457,categories
"16 December, 2017",119594,market research,project,4457,categories
"16 December, 2017",119595,product development,project,4457,categories
"18 December, 2017",119642,operations & project management,project,4458,categories
"18 December, 2017",119657,entrepreneurship,project,4459,categories
"18 December, 2017",119658,organizational behaviour & leadership,project,4459,categories
"18 December, 2017",119659,marketing,project,4459,categories
"18 December, 2017",119686,organizational behaviour & leadership,project,4461,categories
"18 December, 2017",119687,market research,project,4461,categories
"18 December, 2017",119726,entrepreneurship,project,4463,categories
"18 December, 2017",119727,organizational behaviour & leadership,project,4463,categories
"18 December, 2017",119811,information technology,project,4466,categories
"18 December, 2017",119812,operations & project management,project,4466,categories
"18 December, 2017",119826,organizational behaviour & leadership,project,4467,categories
"18 December, 2017",119828,marketing,project,4467,categories
"18 December, 2017",119833,human resources,course,1080,categories
"18 December, 2017",119834,organizational behaviour & leadership,course,1080,categories
"18 December, 2017",119861,market research,course,912,categories
"18 December, 2017",119863,retail,course,912,categories
"18 December, 2017",119887,communications,course,556,categories
"18 December, 2017",119888,retail,course,556,categories
"19 December, 2017",119901,sales,project,3945,categories
"19 December, 2017",119902,entrepreneurship,project,3945,categories
"19 December, 2017",119903,organizational behaviour & leadership,project,3945,categories
"19 December, 2017",119904,marketing,project,3945,categories
"19 December, 2017",119905,sales,project,4081,categories
"19 December, 2017",119906,entrepreneurship,project,4081,categories
"19 December, 2017",119907,organizational behaviour & leadership,project,4081,categories
"19 December, 2017",119908,marketing,project,4081,categories
"19 December, 2017",119909,sales,project,4096,categories
"19 December, 2017",119910,entrepreneurship,project,4096,categories
"19 December, 2017",119911,organizational behaviour & leadership,project,4096,categories
"19 December, 2017",119912,marketing,project,4096,categories
"19 December, 2017",119936,marketing,project,4471,categories
"19 December, 2017",120041,communications,project,4478,categories
"19 December, 2017",120042,marketing,project,4478,categories
"19 December, 2017",120063,entrepreneurship,project,4480,categories
"19 December, 2017",120064,organizational behaviour & leadership,project,4480,categories
"19 December, 2017",120106,entrepreneurship,project,4477,categories
"19 December, 2017",120107,organizational behaviour & leadership,project,4477,categories
"19 December, 2017",120120,entrepreneurship,project,4484,categories
"19 December, 2017",120121,organizational behaviour & leadership,project,4484,categories
"19 December, 2017",120135,information technology,project,4485,categories
"19 December, 2017",120136,operations & project management,project,4485,categories
"19 December, 2017",120158,market research,course,1037,categories
"19 December, 2017",120159,marketing,course,1037,categories
"19 December, 2017",120260,marketing,project,2762,categories
"20 December, 2017",120326,marketing,project,4490,categories
"20 December, 2017",120327,sciences,project,4490,categories
"20 December, 2017",120341,marketing,project,4491,categories
"20 December, 2017",120352,marketing,project,4492,categories
"20 December, 2017",120365,organizational behaviour & leadership,project,4493,categories
"20 December, 2017",120366,market research,project,4493,categories
"20 December, 2017",120379,organizational behaviour & leadership,project,4494,categories
"20 December, 2017",120380,market research,project,4494,categories
"20 December, 2017",120422,graphic design,project,4497,categories
"21 December, 2017",120463,organizational behaviour & leadership,project,4499,categories
"21 December, 2017",120464,marketing,project,4499,categories
"21 December, 2017",120476,computer science & development,project,4500,categories
"21 December, 2017",120488,operations & project management,project,4501,categories
"21 December, 2017",120501,market research,project,4473,categories
"21 December, 2017",120510,market research,project,4502,categories
"21 December, 2017",120580,operations & project management,project,4508,categories
"21 December, 2017",120685,marketing,course,1083,categories
"22 December, 2017",120694,sales,project,2973,categories
"22 December, 2017",120698,market research,project,2973,categories
"22 December, 2017",120756,entrepreneurship,project,4519,categories
"22 December, 2017",120758,market research,project,4519,categories
"22 December, 2017",120759,marketing,project,4519,categories
"22 December, 2017",120828,marketing,course,1084,categories
"23 December, 2017",120841,marketing,project,4523,categories
"23 December, 2017",120853,communications,project,4524,categories
"23 December, 2017",120854,human resources,project,4524,categories
"23 December, 2017",120855,marketing,project,4524,categories
"23 December, 2017",120856,organizational behaviour & leadership,project,4524,categories
"26 December, 2017",120869,marketing,course,1085,categories
"26 December, 2017",120895,communications,project,4525,categories
"26 December, 2017",120896,marketing,project,4525,categories
"26 December, 2017",120914,entrepreneurship,project,4527,categories
"26 December, 2017",120915,product development,project,4527,categories
"26 December, 2017",120916,sciences,project,4527,categories
"26 December, 2017",120917,social sciences,project,4527,categories
"26 December, 2017",120932,information technology,project,4528,categories
"26 December, 2017",120933,operations & project management,project,4528,categories
"29 December, 2017",120992,marketing,project,4530,categories
"30 December, 2017",121010,entrepreneurship,project,4531,categories
"30 December, 2017",121011,communications,project,4531,categories
"30 December, 2017",121012,market research,project,4531,categories
"30 December, 2017",121013,marketing,project,4531,categories
"30 December, 2017",121014,product development,project,4531,categories
"2 January, 2018",121087,organizational behaviour & leadership,project,4534,categories
"2 January, 2018",121092,organizational behaviour & leadership,project,4337,categories
"2 January, 2018",121093,market research,project,4337,categories
"3 January, 2018",121174,market research,course,1088,categories
"3 January, 2018",121179,information technology,project,4393,categories
"3 January, 2018",121180,operations & project management,project,4393,categories
"3 January, 2018",121218,entrepreneurship,project,4541,categories
"3 January, 2018",121219,organizational behaviour & leadership,project,4541,categories
"3 January, 2018",121225,communications,course,921,categories
"3 January, 2018",121226,marketing,course,921,categories
"4 January, 2018",121268,entrepreneurship,project,4545,categories
"4 January, 2018",121269,communications,project,4545,categories
"4 January, 2018",121270,market research,project,4545,categories
"4 January, 2018",121271,marketing,project,4545,categories
"4 January, 2018",121272,product development,project,4545,categories
"4 January, 2018",121427,entrepreneurship,project,4533,categories
"4 January, 2018",121429,market research,project,4533,categories
"4 January, 2018",121430,marketing,project,4533,categories
"4 January, 2018",121470,entrepreneurship,project,4551,categories
"5 January, 2018",121511,organizational behaviour & leadership,project,4555,categories
"5 January, 2018",121512,marketing,project,4555,categories
"5 January, 2018",121529,communications,course,1089,categories
"5 January, 2018",121531,marketing,course,1089,categories
"5 January, 2018",121592,information technology,project,4561,categories
"5 January, 2018",121597,entrepreneurship,project,4553,categories
"5 January, 2018",121598,market research,project,4553,categories
"5 January, 2018",121605,entrepreneurship,project,3200,categories
"5 January, 2018",121606,market research,project,3200,categories
"6 January, 2018",121628,entrepreneurship,project,4562,categories
"6 January, 2018",121629,communications,project,4562,categories
"6 January, 2018",121630,market research,project,4562,categories
"6 January, 2018",121631,marketing,project,4562,categories
"6 January, 2018",121632,product development,project,4562,categories
"6 January, 2018",121656,organizational behaviour & leadership,project,4564,categories
"6 January, 2018",121657,marketing,project,4564,categories
"8 January, 2018",121709,computer science & development,project,4567,categories
"8 January, 2018",121711,data analysis & mathematics,project,4567,categories
"8 January, 2018",121713,market research,project,4567,categories
"8 January, 2018",121727,entrepreneurship,project,4568,categories
"8 January, 2018",121729,market research,project,4568,categories
"8 January, 2018",121730,marketing,project,4568,categories
"8 January, 2018",121891,entrepreneurship,project,4048,categories
"8 January, 2018",121904,human resources,project,4571,categories
"8 January, 2018",121906,organizational behaviour & leadership,project,4571,categories
"8 January, 2018",121907,marketing,project,4571,categories
"8 January, 2018",121918,organizational behaviour & leadership,project,4572,categories
"8 January, 2018",121919,marketing,project,4572,categories
"9 January, 2018",122005,market research,project,4244,categories
"9 January, 2018",122283,organizational behaviour & leadership,project,4579,categories
"9 January, 2018",122286,organizational behaviour & leadership,project,4580,categories
"9 January, 2018",122289,organizational behaviour & leadership,project,4581,categories
"9 January, 2018",122292,entrepreneurship,project,4470,categories
"9 January, 2018",122294,market research,project,4470,categories
"9 January, 2018",122295,marketing,project,4470,categories
"9 January, 2018",122296,product development,project,4470,categories
"9 January, 2018",122297,entrepreneurship,project,4176,categories
"9 January, 2018",122299,market research,project,4176,categories
"9 January, 2018",122300,marketing,project,4176,categories
"9 January, 2018",122301,product development,project,4176,categories
"9 January, 2018",122302,entrepreneurship,project,4443,categories
"9 January, 2018",122304,market research,project,4443,categories
"9 January, 2018",122305,marketing,project,4443,categories
"9 January, 2018",122306,product development,project,4443,categories
"9 January, 2018",122307,entrepreneurship,project,4547,categories
"9 January, 2018",122309,market research,project,4547,categories
"9 January, 2018",122310,marketing,project,4547,categories
"9 January, 2018",122311,product development,project,4547,categories
"9 January, 2018",122322,entrepreneurship,project,4575,categories
"9 January, 2018",122324,market research,project,4575,categories
"9 January, 2018",122325,marketing,project,4575,categories
"9 January, 2018",122326,product development,project,4575,categories
"9 January, 2018",122370,organizational behaviour & leadership,project,4583,categories
"9 January, 2018",122371,marketing,project,4583,categories
"9 January, 2018",122412,marketing,course,1091,categories
"9 January, 2018",122436,operations & project management,project,4586,categories
"9 January, 2018",122437,market research,project,4586,categories
"9 January, 2018",122452,entrepreneurship,project,4587,categories
"9 January, 2018",122454,market research,project,4587,categories
"9 January, 2018",122455,marketing,project,4587,categories
"9 January, 2018",122456,product development,project,4587,categories
"10 January, 2018",122663,organizational behaviour & leadership,project,4517,categories
"10 January, 2018",122664,market research,project,4517,categories
"10 January, 2018",122678,entrepreneurship,project,4563,categories
"10 January, 2018",122680,market research,project,4563,categories
"10 January, 2018",122681,marketing,project,4563,categories
"10 January, 2018",122682,product development,project,4563,categories
"10 January, 2018",122734,entrepreneurship,project,4588,categories
"10 January, 2018",122800,visual & performing arts,project,4591,categories
"10 January, 2018",122801,marketing,project,4591,categories
"10 January, 2018",122824,visual & performing arts,project,4592,categories
"10 January, 2018",122825,marketing,project,4592,categories
"10 January, 2018",122838,visual & performing arts,project,4593,categories
"10 January, 2018",122839,marketing,project,4593,categories
"10 January, 2018",122856,computer science & development,project,4594,categories
"10 January, 2018",122858,data analysis & mathematics,project,4594,categories
"10 January, 2018",122860,market research,project,4594,categories
"10 January, 2018",122868,human resources,course,1094,categories
"10 January, 2018",122869,organizational behaviour & leadership,course,1094,categories
"10 January, 2018",122884,graphic design,project,4595,categories
"10 January, 2018",122887,market research,project,4595,categories
"10 January, 2018",122888,product development,project,4595,categories
"10 January, 2018",122894,graphic design,course,1095,categories
"11 January, 2018",122924,computer science & development,project,4597,categories
"11 January, 2018",122925,information technology,project,4597,categories
"11 January, 2018",122981,entrepreneurship,project,4602,categories
"11 January, 2018",122982,market research,project,4602,categories
"11 January, 2018",123110,communications,project,4610,categories
"11 January, 2018",123111,marketing,project,4610,categories
"11 January, 2018",123143,communications,project,4612,categories
"11 January, 2018",123144,marketing,project,4612,categories
"11 January, 2018",123157,communications,project,4613,categories
"11 January, 2018",123158,marketing,project,4613,categories
"11 January, 2018",123171,communications,project,4614,categories
"11 January, 2018",123172,marketing,project,4614,categories
"12 January, 2018",123226,market research,project,2579,categories
"12 January, 2018",123227,market research,project,2577,categories
"12 January, 2018",123228,market research,project,2578,categories
"12 January, 2018",123229,market research,project,2585,categories
"12 January, 2018",123242,sales,project,4598,categories
"12 January, 2018",123243,trades & services,project,4598,categories
"12 January, 2018",123246,marketing,project,4598,categories
"12 January, 2018",123312,computer science & development,course,1099,categories
"12 January, 2018",123313,information technology,course,1099,categories
"13 January, 2018",123406,graphic design,project,4509,categories
"13 January, 2018",123407,human resources,project,4509,categories
"13 January, 2018",123408,information technology,project,4509,categories
"13 January, 2018",123409,organizational behaviour & leadership,project,4509,categories
"13 January, 2018",123416,human resources,project,4497,categories
"13 January, 2018",123417,information technology,project,4497,categories
"13 January, 2018",123418,organizational behaviour & leadership,project,4497,categories
"15 January, 2018",123537,market research,project,4632,categories
"15 January, 2018",123558,graphic design,project,4634,categories
"15 January, 2018",123559,human resources,project,4634,categories
"15 January, 2018",123560,information technology,project,4634,categories
"15 January, 2018",123561,operations & project management,project,4634,categories
"15 January, 2018",123562,organizational behaviour & leadership,project,4634,categories
"15 January, 2018",123588,graphic design,project,4637,categories
"15 January, 2018",123589,human resources,project,4637,categories
"15 January, 2018",123590,information technology,project,4637,categories
"15 January, 2018",123591,operations & project management,project,4637,categories
"15 January, 2018",123592,organizational behaviour & leadership,project,4637,categories
"15 January, 2018",123615,organizational behaviour & leadership,project,4639,categories
"15 January, 2018",123616,market research,project,4639,categories
"15 January, 2018",123622,graphic design,project,4640,categories
"15 January, 2018",123623,human resources,project,4640,categories
"15 January, 2018",123624,information technology,project,4640,categories
"15 January, 2018",123625,operations & project management,project,4640,categories
"15 January, 2018",123626,organizational behaviour & leadership,project,4640,categories
"15 January, 2018",123630,organizational behaviour & leadership,project,3091,categories
"15 January, 2018",123666,market research,project,4643,categories
"15 January, 2018",123679,market research,project,4644,categories
"15 January, 2018",123691,organizational behaviour & leadership,project,4645,categories
"15 January, 2018",123692,market research,project,4645,categories
"15 January, 2018",123698,organizational behaviour & leadership,project,4358,categories
"15 January, 2018",123699,market research,project,4358,categories
"16 January, 2018",123825,data analysis & mathematics,course,392,categories
"16 January, 2018",123845,marketing,course,1101,categories
"17 January, 2018",124113,information technology,project,4662,categories
"17 January, 2018",124114,operations & project management,project,4662,categories
"17 January, 2018",124121,organizational behaviour & leadership,project,3687,categories
"17 January, 2018",124190,computer science & development,project,4667,categories
"17 January, 2018",124192,data analysis & mathematics,project,4667,categories
"17 January, 2018",124194,market research,project,4667,categories
"18 January, 2018",124280,market research,project,4671,categories
"18 January, 2018",124281,product development,project,4671,categories
"18 January, 2018",124282,visual & performing arts,project,4671,categories
"18 January, 2018",124303,retail,project,4673,categories
"18 January, 2018",124304,market research,project,4673,categories
"18 January, 2018",124309,sales,course,1113,categories
"18 January, 2018",124315,marketing,project,4653,categories
"18 January, 2018",124316,marketing,project,4649,categories
"18 January, 2018",124317,marketing,project,4654,categories
"18 January, 2018",124318,marketing,project,4651,categories
"18 January, 2018",124319,marketing,project,4655,categories
"18 January, 2018",124320,marketing,project,4656,categories
"19 January, 2018",124410,market research,course,1118,categories
"19 January, 2018",124509,communications,project,4495,categories
"19 January, 2018",124511,communications,project,4179,categories
"19 January, 2018",124513,communications,project,4404,categories
"19 January, 2018",124515,communications,project,3915,categories
"19 January, 2018",124517,communications,project,4546,categories
"19 January, 2018",124519,communications,project,4659,categories
"19 January, 2018",124521,communications,project,4677,categories
"19 January, 2018",124528,communications,project,4682,categories
"19 January, 2018",124572,communications,project,4683,categories
"19 January, 2018",124629,product development,project,4509,categories
"19 January, 2018",124653,information technology,project,4144,categories
"19 January, 2018",124654,operations & project management,project,4144,categories
"19 January, 2018",124661,product development,project,4497,categories
"20 January, 2018",124693,computer science & development,project,4688,categories
"22 January, 2018",124742,computer science & development,project,4692,categories
"22 January, 2018",124744,data analysis & mathematics,project,4692,categories
"22 January, 2018",124746,market research,project,4692,categories
"22 January, 2018",124815,market research,project,4697,categories
"22 January, 2018",124816,marketing,project,4697,categories
"23 January, 2018",124902,organizational behaviour & leadership,project,4702,categories
"23 January, 2018",124905,communications,project,4504,categories
"23 January, 2018",124906,graphic design,project,4504,categories
"23 January, 2018",124907,marketing,project,4504,categories
"23 January, 2018",124908,media production,project,4504,categories
"23 January, 2018",124909,product development,project,4504,categories
"23 January, 2018",124937,product development,course,1121,categories
"23 January, 2018",125024,market research,project,2690,categories
"23 January, 2018",125025,marketing,project,2690,categories
"23 January, 2018",125027,market research,project,3065,categories
"23 January, 2018",125028,marketing,project,3065,categories
"24 January, 2018",125089,market research,project,4672,categories
"24 January, 2018",125090,marketing,project,4672,categories
"24 January, 2018",125128,market research,project,4676,categories
"24 January, 2018",125129,marketing,project,4676,categories
"24 January, 2018",125131,market research,project,4378,categories
"24 January, 2018",125132,marketing,project,4378,categories
"24 January, 2018",125148,entrepreneurship,project,4712,categories
"24 January, 2018",125171,computer science & development,project,4713,categories
"24 January, 2018",125173,data analysis & mathematics,project,4713,categories
"24 January, 2018",125175,market research,project,4713,categories
"25 January, 2018",125213,media production,course,1127,categories
"25 January, 2018",125214,marketing,course,1127,categories
"25 January, 2018",125220,market research,project,4715,categories
"25 January, 2018",125221,marketing,project,4715,categories
"25 January, 2018",125249,market research,project,4658,categories
"25 January, 2018",125250,marketing,project,4658,categories
"25 January, 2018",125260,operations & project management,project,4686,categories
"25 January, 2018",125262,market research,project,4686,categories
"25 January, 2018",125263,marketing,project,4686,categories
"25 January, 2018",125369,computer science & development,project,4723,categories
"25 January, 2018",125371,data analysis & mathematics,project,4723,categories
"25 January, 2018",125373,market research,project,4723,categories
"25 January, 2018",125379,market research,project,4369,categories
"25 January, 2018",125380,marketing,project,4369,categories
"26 January, 2018",125424,communications,course,1129,categories
"26 January, 2018",125425,computer science & development,course,1129,categories
"26 January, 2018",125436,information technology,course,1112,categories
"26 January, 2018",125445,retail,project,4726,categories
"26 January, 2018",125446,market research,project,4726,categories
"29 January, 2018",125718,market research,project,3969,categories
"29 January, 2018",125719,marketing,project,3969,categories
"29 January, 2018",125732,market research,project,2821,categories
"29 January, 2018",125733,marketing,project,2821,categories
"29 January, 2018",125734,market research,project,2872,categories
"29 January, 2018",125735,marketing,project,2872,categories
"30 January, 2018",125757,marketing,course,1133,categories
"30 January, 2018",125792,organizational behaviour & leadership,project,4412,categories
"30 January, 2018",125797,organizational behaviour & leadership,course,1100,categories
"30 January, 2018",125812,organizational behaviour & leadership,project,4742,categories
"30 January, 2018",125821,marketing,course,1120,categories
"30 January, 2018",125827,marketing,course,1121,categories
"30 January, 2018",125834,information technology,project,4305,categories
"31 January, 2018",125848,human resources,course,1135,categories
"31 January, 2018",125849,organizational behaviour & leadership,course,1135,categories
"31 January, 2018",125857,information technology,course,1134,categories
"31 January, 2018",125882,communications,course,1132,categories
"31 January, 2018",125883,humanities,course,1132,categories
"31 January, 2018",125900,human resources,project,4745,categories
"31 January, 2018",125901,organizational behaviour & leadership,project,4745,categories
"31 January, 2018",125932,market research,project,4746,categories
"1 February, 2018",126009,market research,project,4750,categories
"1 February, 2018",126015,entrepreneurship,course,767,categories
"1 February, 2018",126057,market research,course,1128,categories
"1 February, 2018",126077,human resources,project,4754,categories
"1 February, 2018",126078,organizational behaviour & leadership,project,4754,categories
"2 February, 2018",126132,human resources,project,4757,categories
"2 February, 2018",126133,organizational behaviour & leadership,project,4757,categories
